moyenne pondérée,"weighted arithmetic mean, weighted mean"
moyenne quadratique,(mathematics) quadratic mean
moyenne surface,supermarket
moyennement,averagely (in an average way)
moyenner,(mathematics) to calculate the mean(obsolete) to obtain
moyenâgeusement,antiquatedly
moyenâgeux,"antiquated, not suitable for modern times(relational) Middle Ages"
moyeu,hub (the central part of a wheel)
mozabite,Mozabite
mozambicain,Mozambican
mozarabe,Mozarabic
mozartien,Mozartian
moé,"(Quebec, colloquial) Alternative form of moi"
moïse,Moses basket
moïsme,(Chinese philosophy) Mohism
moût,"must (of grape, apple etc.)wort (of hops, barley)"
ms.,(in bibliographies) ms. (manuscript)
mu,mu (Greek letter)
muablement,"mutably, changeably"
mucilage,mucilage
mucilagineux,mucilaginous
mucine,(biochemistry) mucin
mucique,(organic chemistry) mucic
mucopolysaccharide,(biochemistry) mucopolysaccharide
mucoprotéine,(biochemistry) mucoprotein
mucoprotéinurie,(pathology) mucoproteinuria
mucor,any fungus of the genus Mucor
mucormycose,mucormycosis
mucosine,(organic chemistry) mucosin
mucosité,mucus
mucoviscidose,mucoviscidosis
mucron,mucro
mucus,(physiology) mucus
mudarine,mudarin
mue,"moulting (UK) / molting (US) (of bird, mammal)metamorphosis (of insect)sloughing of skin (of reptile)casting (of stag)breaking of voice(literary) transformation"
muer,"to moult (to shed or lose a covering of hair or fur, feathers, etc.)to change, to mutate(of a teenager's voice) to break"
muet,"dumb (unable to talk)silent, mute, unspeakingsilent, unvoiced, unspoken"
muet comme une carpe,"(simile) obstinately refusing to speak, especially a specific topic; silent as a stone"
muet comme une tombe,"(simile) silent as the grave, silent as the tomb"
muettement,"mutely, silently"
muezzin,muezzin
muffin,muffin
mufle,muzzleboor (person)
muflerie,boorishness
muflier,(botany) snapdragon (any plant of the genus Antirrhinum)
mufti,(Islam) mufti (Muslim scholar)
mug,"a large cup, generally used to serve cold drinks, a mug"
muge,(regional) mullet (fish)
mugir,to mooto roar
mugissant,"mooing, lowingroaring"
mugissement,"bellowingmooing, lowinghowlingroar"
muguet,"lily of the valley (Convallaria majalis)thrush (oral yeast infection, oral candidiasis)"
muid,(historical) hogshead
mulard,mulard
mulassier,(relational) mule(relational) donkey
mule,mule (animal)mule (footwear)mule (for drug smuggling)
mulet,(male) mulemullet (fish)mullet (hairstyle)(motor racing) back-up car
muleta,(bullfighting) muleta
muletier,muleteer
mulhousien,(relational) of Mulhouse
mulot,field mouse
mulotage,a hunting technique used by foxes in which they jump so as to descend on their prey from above; mousinga rooting technique used by boars when hunting for small prey
muloter,to mouse (hunt mice (or similar prey) by pouncing on them from above.)
mulsion,milking
multi-locataire,multitenant
multi-propriétaire,multi-owner
multicarte,(of a travelling salesman) representing multiple companies (this having multiple different business cards)
multicellulaire,multicellular
multicellularité,(biology) multicellularity
multicentrique,multicentric
multicolore,multicoloured
multicombustible,multicombustible
multicopie,(genetics) multicopy
multicoque,multihull
multicouche,multilayer
multiculturalisme,"multiculturalism (societal idea)(Canada) Canadian multicultural mosaic policy (by opposition to Quebec's intercultural policy, for example)"
multiculturaliste,multiculturalist
multiculturel,multicultural
multidimensionnel,multidimensional
multidirectionnel,multidirectional
multidisciplinaire,multidisciplinary
multiensemble,"(mathematics) multiset, bag"
multiethnique,multiethnic
multifactoriel,multifactorial
multiferroique,(physics) multiferroic
multiferroïsme,(physics) multiferroics
multifeuillet,multilayer
multifilaire,multiline
multiflore,multiflowered; multiflorous
multifonction,multifunction
multifonctionnalité,multifunctionality
multifonctionnel,multifunctional
multiforme,multiform
multigraphe,(mathematics) multigraph
multigénérationnel,multigenerational
multijoueur,(computer games) multiplayer
multilatéral,multilateral
multilatéralement,multilaterally
multilatéralisme,multilateralism
multilingue,(relational) of multiple languages; multilingual(rare) polyglot
multilinguisme,multilingualism
multiloculaire,(biology) multilocular
multimarque,multibrand
multimilliardaire,multibillionaire
multimillionnaire,multimillion/multi-million
multimètre,multimeter
multimédia,multimedia
multiméthode,(object-oriented programming) multimethod
multinational,multinational
multinationale,a multinational
multinomial,(mathematics) polynomial
multinucléé,(cytology) multinucleated
multipale,multiblade; multivane
multipare,multiparous
multiparité,multiparity
multipartisan,multipartisan
multipartisme,multipartyism
multipartite,"multiparty, multipartite"
multiphysique,(physics) multiphysics
multiplace,multiplace; multispace; multiroom
multiple,multiple
multiplement,multiply
multiplet,multiplet
multiplexage,multiplexing
multiplexer,to multiplex
multiplexeur,multiplexer
multipliable,multipliable
multiplicande,(arithmetic) multiplicand (number that is to be multiplied by another)
multiplicateur,(mathematics) multiplier (number)
multiplicatif,multiplicative
multiplication,multiplication (process)
multiplicité,multiplicity
multiplier,"(mathematics) to multiplyto multiply(reflexive) to multiply, to increase"
multiplieur,multiplier
multipoche,multi-pocket
multipolaire,multipolar
multipotence,(biology) multipotency
multipotent,(biology) multipotent
multiprise,"extension block, power strip"
multiprocesseur,(computing) multiprocessor
multiprogrammation,(computing) multiprogramming
multiprogrammer,"(transitive, computing) to multiprogram"
multipropriété,timesharing
multiracial,multiracial
multirisque,multirisk (type of insurance)
multirécidiviste,"multirecidivist, persistent offender"
multirésistant,multiresistant
multirôle,multirole
multisalle,multiplex (cinema etc)
multiscalaire,multiscalar
multisport,multisport
multistandard,multistandard
multiséculaire,Synonym of pluriséculaire
multitouche,multi-touch
multitraitement,(computing) multiprocessing
multitube,multitube
multitubulaire,multitubular
multitude,multitude
multivalent,multivalent
multivarié,multivariate
multivers,multiverse (hypothetical group of all possible universes)
multivoque,multidirectional
multizêta,(mathematics) multizeta
multiétage,"(astronautics, of a rocket) multistage"
mulâtre,mulatto
munichois,(relational) of Munich
municipal,municipal
municipalement,municipally
municipalisation,municipalization
municipaliser,to municipalize
municipalité,"municipalitytown council, city council"
municipe,"(historical, Ancient Rome) a municipium"
munificence,"generosity, munificence"
munificent,munificent
munir,"(transitive) to provide, fit, equip (a person, machine, device etc. de with something)(takes a reflexive pronoun) to provide oneself with; to take (a supply of)"
munition,ammunition (weaponry)
munition maraudeuse,loitering munition
munition rôdeuse,loitering munition
munitionnaire,purveyor (especially of munitions)
munitionnette,a woman who worked in a munitions factory during the first World War
munsee,Munsee (language)
munster,Munster cheese
muographie,muography
muonique,(physics) muonic
muphti,mufti
muqueuse,"mucosa, mucous membrane"
muqueuse utérine,endometrium
muqueux,mucous
mur,wall
mur de Berlin,Berlin Wall
mur de soutènement,(masonry) retaining wall
mur des Lamentations,Wailing Wall
mur du son,sound barrier (physical boundary)
mur mitoyen,party wall (commonly shared wall)
mur porteur,"(masonry, architecture) foundation wall, load-bearing wall"
murage,murage
muraille,(large) wall
mural,mural
murer,to wall; wall offto wall upto lock up (put into prison)
muret,a small wall(specifically) a low stone wall
murex,Murex
murexane,murexan
muriate,(obsolete) muriate
muriatique,"(obsolete, inorganic chemistry) muriatic"
muriaté,(inorganic chemistry) muriated
muride,"(obsolete, chemistry) bromine"
muridure,"(obsolete, inorganic chemistry) bromide"
muridé,murid
murin,murine
muriosulfate,(inorganic chemistry) chlorosulfate
murir,to mature or ripen
murmel,marmot
murmure,a murmur
murmurer,to murmur
murson,a specific type of charcuterie from La Mure
murène,moray eel
musaraigne,shrew
musard,"a dreamer, absent-minded person, one who is frequently lost in thought"
musarder,to dawdle
musc,musk
muscade,nutmeg
muscader,to flavor with nutmeg
muscadet,muscadet
muscadin,"dandy, coxcomb"
muscardin,muscardin (mouse)Muscardin (grape variety)
muscardine,muscardine (fungal disease of silkworms)
muscari,grape hyacinth
muscarine,muscarine
muscat,muscat (all senses)
musclable,(rare) That can become muscular
muscle,"muscle (contractile tissue, strength)"
muscle ischio-jambier,"(anatomy) posterior femoral muscle, hamstring muscle"
muscle lisse,(anatomy) smooth muscle
muscle squelettique,(anatomy) skeletal muscle
muscler,"(transitive) to develop someone's muscles, to muscle up"
musclé,"muscled, muscly, muscular"
muscovite,(mineralogy) muscovite
musculaire,muscular
musculation,muscle-buildingbodybuilding
musculature,musculature
musculeux,muscularmuscly
musculine,musculin
musculosquelettique,(anatomy) musculoskeletal
muse,artistic inspirationmuse (specific artistic subject)
museau,"snout, muzzle (long, projecting nose, mouth and jaw of a beast)(colloquial) face"
museler,"(transitive) to muzzle (attach a muzzle onto)(transitive, figuratively) to silence (prevent or forbid someone from speaking)"
muselet,a wire cage that is used to clamp the cork of bottles of champagne or similar sparkling wines
muselière,muzzle (device used to prevent animal from biting or eating)
muser,"(intransitive) to wander about, usually aimlessly"
muserolle,noseband (of a horse's bridle)
musette,musettebagpipeEllipsis of bal musette.haversack (small bag for provisions)nosebag (round sack or bag to feed for a horse)
musical,musical
musicalement,"musically (in a musical way, with respect to music)"
musicalité,musicality
musicassette,compact cassette
musicien,musician
musico,(colloquial) musician
musicographe,musicographer
musicographie,musicography
musicologie,musicology (study of music)
musicologique,musicological
musicologue,musicologist
musicomane,musicomaniac
musicomanie,musicomania
musicothérapeute,music therapist
musicothérapie,music therapy
musique,music
musique classique,classical music
musique d'ameublement,furniture music
musique d'ascenseur,"(derogatory) lift music, elevator music (bland, inoffensive music played as a background in elevators and businesses)"
musique d'aéroport,"(derogatory) lift music, elevator music (bland, inoffensive music played as a background in elevators and businesses)"
musique de chambre,(music) chamber music
musique sacrée,"religious music, sacred music"
musique savante,"classical music (the more serious forms of music, taught through formal education and performed according to strict rules, as opposed to folk music or popular music)"
musiquer,to make music
musiquette,"bland, familiar music"
musoir,pierhead
musqué,musky
musse,hiding place; cache
musser,(reflexive) to hide (oneself)(reflexive) to squeeze through
mussetien,Mussetian
mussif,(relational) mosaic
mussipontain,Of or from Pont-à-Mousson
mussitation,(medicine) mussitation
mussolinien,Mussolinian
must,(informal) that which is compulsory; an obligation; duty; must(often humorous) must-have (item that one must own)
mustang,mustang
mustélidé,mustelid
musulman,Muslim
muséal,"museal, of museums"
musée,museum
muséographie,museography
muséographique,museographic
muséologie,museology
muséum,"a scientific museum, like that of natural history"
mutabilité,"mutability, impermanence"
mutable,"mutable, changeable(programming) mutable"
mutage,mutage
mutagenèse,mutagenesis
mutagène,mutagenic
mutant,mutant
mutation,substitutionmutation
mutation adoucissante,(linguistics) soft mutation; lenition
mutationnisme,(biology) mutationism
mutationniste,mutationist
mutatis mutandis,(law) mutatis mutandis (having changed what needs to be changed)
muter,to transferto mutate
mutificateur,(computing) binder
mutification,(computing) binding
mutifier,(computing) to bind (convert a free variable into a bound variable)
mutilateur,mutilator
mutilation,mutilation
mutilatrice,mutilator
mutiler,to maim (to cause permanent loss)to mutilateto dismember (cut off a limb)
mutilé,"maimed, mutilated"
mutin,mutineer
mutiner,to mutiny
mutinerie,mutiny
mutique,"(zoology, of arthropods) Without spines or teethsilent, mute"
mutisme,"mutism, aphasiamutenessstubborn or obstinate silence"
mutité,muteness (inability to speak)
mutualisation,pooling (of resources)mutualisation
mutualiser,"to pool (resources), to consolidate"
mutualisme,mutualism (interaction between two species that benefits both)
mutualiste,mutualist
mutualité,mutuality
mutuel,reciprocalmutual
mutuellement,reciprocally; to each other
mutuellisme,(economics) mutualism
mutule,mutule
muté,mutated
myalgie,(pathology) myalgia
myasthénie,myasthenia
mycobactérie,mycobacterium
mycocécidie,(biology) mycocecidium
mycoderme,(biology) mycoderma
mycodermique,mycodermic
mycologie,mycology
mycologique,mycological
mycologue,mycologist
mycophage,(biology) mycophagous
mycophagie,(biology) mycophagy
mycoplasme,(biology) mycoplasma
mycorhizal,mycorrhizal
mycorhize,mycorrhiza
mycorhizien,mycorrhizal
mycose,mycosis
mycosique,"mycotic, fungal"
mycotique,mycotic
mycotoxine,mycotoxin
mycotoxique,mycotoxic
mycète,fungus
mycélien,mycelial
mycélium,mycelium
mycénien,Mycenaean
mydriase,(medicine) mydriasis
mydriatique,mydriatic
mye,Mya (taxonomic genre of mollusks)
myelocytoarchitecture,myelocytoarchitecture
mygale,mygalomorph; tarantula
myiase,myiasis
myoblaste,(biology) myoblast
myoblastique,(biology) myoblastic
myocarde,myocardium
myocardique,myocardial
myocardite,(pathology) myocarditis
myoclonie,myoclonus
myofasciite,(pathology) myofascitis
myofibrille,(anatomy) myofibril
myogenèse,(biology) myogenesis
myoglobine,(biochemistry) myoglobin
myogramme,myogram
myographe,myographmyographer
myogénique,myogenic
myolemme,"(anatomy) myolemma, sarcolemma"
myologie,myology
myologique,myologic
myome,(pathology) (oncology) a myoma
myomètre,(anatomy) myometrium
myopathe,myopathic
myopathie,myopathymuscular dystrophy
myope,nearsightednarrow-minded
myope comme une taupe,(simile) blind as a bat
myopie,"myopia, shortsightedness"
myopotame,Synonym of ragondin
myosine,(biochemistry) myosin
myosite,myositis
myosotis,forget-me-not
myrcène,(organic chemistry) myrcene
myriacoulomb,"a unit of electric charge equal to 10,000 coulombs"
myriadaire,In myriad numbers or amount
myriade,(historical) ten thousandmyriad
myriamètre,myriametre
myriapode,myriapod
myriarchie,myriarch
myriarque,myriarch
myricaire,the tamarisk Myricaria germanica
myriophylle,water milfoil (plant of genus Myriophyllum)
myristicine,(organic chemistry) myristicin
myristique,(organic chemistry) myristic
myristoléique,(organic chemistry) myristoleic
myrmidon,myrmidon
myrmécochorie,(biology) myrmecochory
myrmécologie,myrmecology
myrmécologique,myrmecological
myrmécologiquement,myrmecologically
myrmécophage,myrmecophagous
myrmécophile,"(biology) myrmecophilic, myrmecophilous"
myrmécophilie,(biology) myrmecophily
myroblyte,myroblyte
myrobolan,myrobalan
myronique,(organic chemistry) myronic
myrosine,(biochemistry) myrosin
myroxyle,Synonym of myroxylon
myroxylon,A tree of the Myroxylon genus
myrrhe,myrrh (dried sap of the myrrha tree)
myrtacée,myrtaceous plant
myrte,myrtle
myrtiforme,myrtiform
myrtille,"blueberry (fruit), bilberry"
mysophobie,mysophobia
mystaciale,(anatomy) mystacial
mystagogue,mystagogue
mysticisme,mysticism
mysticité,mysticness
mysticète,baleen whale
mystificateur,"hoaxer, practical joker"
mystification,mystification
mystifier,"to mystify, fool"
mystique,"mystic, one who practices mysticism"
mystiquement,mystically
mystère,mysterymystery play
mystère et boule de gomme,intj
mystérieusement,mysteriously
mystérieux,mysterious
mythe,myth (story)
mythifier,to mystify (make mysterious)
mythique,"mythic, mythical"
mythiquement,mythically
mytho,mythomaniac; compulsive liar(colloquial) lie
mythographe,mythographer
mythologie,mythology (myths of a people)
mythologique,mythological
mythologiquement,mythologically (with respect to mythology)
mythologue,mythologist
mythomane,"mythomaniacliar, fabulist"
mythomaniaque,mythomaniacal
mythomanie,mythomania
mytiliculteur,mussels collector or farmer
mytiliculture,mussel farming
mytilotoxine,(obsolete) mytilotoxine
myxine,myxine
myxobactérie,myxobacterium
myxomatose,myxomatosis
myxome,(oncology) myxoma
myxomycète,myxomycete
myxœdème,(medicine) myxedema
myxœdémateux,myxedematous; myxoedematous; myxœdematous
myélencéphale,(anatomy) myelencephalon
myéline,myelin
myélinique,myelinicmyelinated
myélinisation,myelination
myélite,myelitis
myéloblaste,myeloblast
myélocyte,(cytology) myelocyte
myélographie,myelography
myélome,(oncology) myeloma
mzoungou,(East Africa) mzungu (a white person)
mâche,"a plant used in salads, Valerianella locusta, corn salad, lamb's lettuce"
mâchefer,clinkercinders
mâchement,chewing
mâcher,to chew(informal) to begin or prepare some work
mâcher le travail,"(figuratively, transitive with à) to break the back of the work for someone, to do the worst of the work for someone, to do half of someone's work for them; to spoon-feed someone"
mâcheur,chewer
mâchicoulis,(architecture) machicolation
mâchoire,jaw; jawbone
mâchonner,(transitive) to chew
mâchouiller,"to chew, chomp"
mâcre,water caltrop
mâle,malemanly
mâle alpha,"(zoology) alpha male (dominant male in a group of animals)(seduction community, figuratively) alpha male (dominant, assertive, protective, oftentimes successful, leadership-type man or male)"
mâlement,masculinelyvirilely
mânes,(historical) manes(literary) spirits
mât,(nautical) mastflagstaff
mâter,to mast (put a mast on a watercraft)
mâtin,"guard dog, watchdog, hound; mastiff(colloquial) sly old dog, cunning devil"
mâtineau,Young guard dog
mâtiner,(transitive) to crossbreed(transitive) to mix
mâtiné,crossbred
mâture,masts (of a ship)
mèche,"wick (of candle)fuse (of a bomb)lock, tuft (of hair); streak (of colour, etc., in hair)(medicine) packingdrill bit(music, lutherie, bowmaking) hair(Louisiana, Cajun) marsh"
mème,"meme (unit of cultural information)(Internet memes, slang) meme"
mèmification,memeification
mère,mother
mère au foyer,housewife
mère fondatrice,founding mother (woman who founded something)
mère patrie,motherland
mère porteuse,surrogate mother
mère poule,(figuratively) mama bear (overprotective mother)
mère supérieure,mother superior (nun in charge of a convent)
mère-grand,"(informal, old-fashioned) grandma"
mètre,metre/meter
mètre carré,"square metre, square meter (standard unit of area)"
mètre cube,cubic metre (unit of volume)
mètre pliant,"folding meter, folding rule, folding ruler"
méandre,"meander (winding, crooked or involved course)"
méandrer,"to meander (wind, turn or twist)"
méat,(anatomy) meatus
mébioctet,mebibyte
mécanicien,mechanic (a skilled worker capable of building or repairing machinery)
mécanique,mechanicalmechanic
mécanique des fluides,(physics) fluid mechanics
mécanique quantique,quantum mechanics
mécaniquement,mechanically
mécanisable,mechanisable
mécanisation,mechanization
mécaniser,to mechanize
mécanisme,(philosophy) mechanism
mécaniste,mechanistic
mécanisé,mechanized
mécano,(informal) mechanic
mécanochimie,(chemistry) mechanochemistry
mécanographie,mechanography
mécanographique,mechanographic
mécanothérapie,mechanotherapy
mécanothérapique,mechanotherapeutic
mécanothérapiste,mechanotherapist
mécatronique,mechatronics
méchamment,nastily; meanly; cruelly(informal) very
méchanceté,"nastiness, malice, wickedness"
méchant,"mean, unkindbad, mediocre"
"méchant flic, gentil flic",good cop bad cop
méchantement,wickedly
méchoui,spit-roasted sheep (whole animal)
mécomprendre,to misunderstand
mécompte,miscalculationdisappointment
méconate,(organic chemistry) meconate
méconique,(organic chemistry) meconic
méconnaissable,unrecognizable
méconnaissance,unawareness
méconnaître,"(transitive) to not recognize or be unaware of(by extension) to ignore someone by pretending not to know them(transitive, figuratively) Fail to treat someone in the way they deserve; not appreciate a quality, something they merit"
mécontent,"malcontent, discontented, displeased, dissatisfied, disgruntled, disaffected"
mécontentement,"discontent, displeasure"
mécontenter,"(transitive) to displease, to disgruntle"
mécroire,(now rare) to disbelieve (refuse to believe)
mécréant,atheistic(derogatory) infidel
mécène,patron (of arts)
mécénat,"sponsorship, patronage"
médaille,medal
médaille d'argent,silver medal
médaille d'or,gold medal
médaille de bronze,bronze medal
médaille en chocolat,"(humorous) a nonexistent prize for finishing in fourth place (as opposed to the actual gold, silver and bronze medals for finishing first, second, and third)(literally) Used other than figuratively or idiomatically: see médaille, chocolat."
médailler,"(transitive) to medal, to award a medal (to)"
médailleur,medallist
médailliste,medal-makera lover or collector of medals
médaillon,medallion (large decorative medal)medallion (cut of meat)(architecture) medallion
médecin,physician; (medical) doctor
médecin de famille,"general practitioner, family doctor"
médecin du travail,"workplace doctor, occupational physician, company medical officer"
médecin généraliste,general practitioner
médecin légiste,"forensic scientist, medical examinercoroner"
médecin traitant,"regular doctor, personal doctor, attending physician, referring physician"
médecin urgentiste,"(medicine) emergency physician, accident and emergency doctor"
médecine,medicine (field of study)
médecine alternative,alternative medicine
médecine du sport,"sports medicine (branch of medicine that deals with the effects of sport and exercise on the body, especially the treatment of injuries so received)"
médecine légale,forensic medicine
médecine non conventionnelle,alternative medicine
médeciner,"(obsolete, transitive) to treat medically; with medicines"
médersa,(Islam) madrasah
média,media(media) outlet
médial,"(relational) middle, center; central, medial"
médialement,centrally
médiamétrique,"mediametric, mediametrical"
médiamétriquement,mediametrically
médian,"median, medial"
médianoche,"(archaic, historical or literary) midnight meal"
médiastin,(anatomy) mediastinum
médiastinal,(anatomy) mediastinal
médiat,mediate
médiatement,mediately
médiateur,"a mediator(politics, France) ombudsman"
médiathèque,media library
médiatif,mediative; evidential
médiation,mediation
médiatique,(relational) media; journalistic
médiatiquement,in the media
médiatisation,media coveragemediatization
médiatiser,to mediatize (all senses)
médiatisé,mediatizedpublicized
médiator,"a guitar pick, a plectrum"
médical,medical
médicalement,medically
médicalisation,medicalization
médicaliser,to medicalize
médicalisé,medicalized
médicament,"drug, medication, medicine, pharmaceutical, prescription"
médicamenter,"(transitive) to medicate(takes a reflexive pronoun) to take medications; (derogatory) to self-medicate, to pop pills"
médicamenteux,medicinal
médicamenté,medicated
médicastre,medicaster
médication,"(the practice of) medicinemedication(analogically) medicine (for the soul, etc.)"
médicinal,medicinal
médicinalement,medicinally
médico-légal,medicolegal
médico-social,medicosocial
médicolégal,forensic (relating to the use of science and technology in the investigation and establishment of facts or evidence in a court of law)medicolegal
médicosocial,medical and social
médicéen,Medician
médier,(biology) to mediate
médina,medina (old town of North African cities)
médiocratie,mediocracy
médiocre,"mediocre (stronger negative connotation); poor, unsatisfactory"
médiocrement,mediocrely (in a mediocre way)
médiocriser,to make mediocre
médiocrité,mediocrity
médipôle,medical centre
médique,"Median, MedeanPersian"
médire,"(archaic or literary) to slander, to speak badly of"
médisance,"calumny, vilification, character assassinationscandal, scandalous gossip, malicious gossiprumormonger"
médisant,"slanderous, defamatory"
méditatif,"meditative, thoughtful"
méditation,meditation
méditativement,"meditatively, thoughtfully"
méditer,"(transitive) to think over, ponder, reflect on(intransitive) to meditate"
méditerrané,inland (remote from the coast)
méditerranéen,(relational) Mediterranean
médium,"(music) middle register(spiritualism, parapsychology) medium (a person who contacts the dead)"
médiumnique,mediumistic
médiumnité,mediumship
médius,middle finger
médiété,(music) mediant
médiéval,medieval (relating to the Middle Ages)
médiévisme,medievialsm
médiéviste,medievalist (one who studies culture and history in the Middle Ages)
médoc,"(informal, usually in the plural) medication"
médoïde,(statistics) medoid
médulla,(anatomy) medulla
médullaire,(anatomy) medullary
méduse,jellyfish
méduser,"(transitive) to dumbfound, stupefy"
mée,"a wooden chest, used in some regions of France, for storing dishware or fooda kneading trough"
méfaire,(defective) to do wrong; to do something immoral
méfait,"a misdeed, wrong action by legal or moral standardssome damage, material harm"
méfiance,distrust (lack of trust or confidence)
méfiant,wary
méfier,"(takes a reflexive pronoun, transitive with de) to mistrust, to be wary of, to watch out for"
méforme,"lack of fitness, being out of shape"
méga,(computing) meg (megabyte)
méga-ohm,mega-ohm
mégaampère,megaampere
mégabase,(genetics) megabase
mégabasite,(mineralogy) Synonym of wolframite
mégabecquerel,megabecquerel
mégabit,megabit
mégabyte,megabyte
mégacalorie,(physics) megacalorie
mégacandela,(physics) megacandela
mégacatastrophe,an exceptionally great catastrophe
mégacentre,megacentre
mégachile,leaf-cutter bee (of the family Megachilidae)
mégacité,"megacity, megalopolis"
mégacolossal,mega-colossal
mégacontinent,(geology) supercontinent
mégacosme,megacosm
mégacoulomb,(physics) megacoulomb
mégacycle,megacycle
mégacéphale,megacephalic
mégacéros,megaceros
mégacôlon,megacolon (all senses)
mégadivers,(ecology) megadiverse
mégadonnées,(computing) big data
mégadyne,(physics) megadyne
mégadésastre,megadisaster
mégaeuro,(rare) a million euros
mégafaune,megafauna
mégaferme,megafarm
mégafichier,a very large file (of documents)
mégaflop,(computing) megaflop
mégafragment,"(rare, geology) megafragment"
mégagramme,megagram
mégagray,(physics) megagray
mégaherbivore,(biology) megaherbivore
mégajoule,megajoule
mégakatal,megakatal
mégalithe,megalith
mégalithique,megalithic
mégalo,(informal) megalomaniac
mégalocéphale,megalocephalic
mégalodon,megalodon
mégalographie,(art) megalography
mégalomane,megalomaniac
mégalomaniaque,megalomaniac
mégalomanie,"megalomania (psychopathological condition characterized by delusional fantasies of wealth, power, or omnipotence)"
mégalomartyr,(Eastern Orthodoxy) great martyr
mégalomartyre,great martyress; female equivalent of mégalomartyr
mégalope,megalopa
mégalopole,megalopolis (large conurbation)
mégalosaure,megalosaur
mégalure,any typical grassbird of the genus Megalurus
mégalésien,Megalesian
mégamix,(music) megamix
mégamosquée,(Islam) megamosque
méganticois,"(relational) of Lac-Megantic, Quebec; Meganticois"
mégaoctet,(computing) megabyte
mégaohm,megaohm
mégapascal,(physics) megapascal
mégaphanérophyte,megaphanerophyte
mégaphone,megaphone (portable device used to amplify a person's voice)
mégaphonique,megaphonic
mégapixel,megapixel
mégapode,megapode
mégapole,megalopolis
mégaptère,humpback whale
mégarde,"(very rare) oversight, inattention"
mégariche,megarich
mégarique,(philosophy) Megaric
mégascope,megascope
mégastore,megastore
mégastructure,megastructure
mégasème,(anatomy) megaseme
mégasécheresse,megadrought
mégaséisme,megaseism
mégathère,megathere
mégathérium,megathere
mégatonne,megaton (all senses)
mégatsunami,megatsunami
mégavolt,megavolt
mégawatt,megawatt
mégawattheure,megawatt-hour
mégaélectronvolt,megaelectron volt
mégenrer,to misgender
méger,(archaic) sharecropper
mégestion,"maladministration, mismanagement"
mégissier,tawer
mégohm,megohm
mégohmmètre,megohmmeter
mégot,"cigarette butt, fag end"
mégoter,"to be stingy, to nitpick, to skimp"
mégère,"shrew, vixen (ill-tempered woman)wall brown"
méhaigné,"maimed, crippled"
méhari,mehari (kind of dromedary)
méhariste,"a dromedary rider, especially of a mehari, sometimes as part of camelry"
méharée,"a journey on camelback, especially on meharis"
méiose,(cytology) meiosis (cell division)
méiotique,meiotic
méjuger,(transitive) to misjudge
mél,an email message
mélam,(organic chemistry) melam
mélamine,melamine
mélampyre,cow-wheat (plant of genus Melampyrum)
mélanchyme,(geology) melanchyme
mélancolie,(historical) melancholy (black bile)melancholy (sadness or depression)
mélancolique,melancholic
mélancoliquement,"gloomily, melancholically"
mélange,"mixture, blend"
mélangeable,"mixable, blendable"
mélanger,"to mix, to mix up"
mélanger les torchons et les serviettes,"(figuratively) to mix apples and oranges, to compare apples and oranges"
mélangeur,mixer (device)mixer tap
mélanine,(biochemistry) melanin
mélanique,melanic
mélanisation,melanization
mélaniser,to melanize
mélanisme,melanism
mélanodermie,(pathology) melanoderma
mélanome,(oncology) melanoma
mélanose,melanosis
mélanostimuline,melanostimulin
mélantérite,(mineralogy) melanterite
mélanésien,Melanesian
mélasma,(pathology) melasma
mélasse,molassestreacle(figuratively) a sticky situation
mélassique,(organic chemistry) melassicextracted from or drawn out of molasses
mélatonine,(organic chemistry) melatonin
méli-mélo,"mishmash, hodgepodge (a collection of miscellany)"
mélia,frangipani or any of several similar plants of the genus Melia
mélilot,melilot
mélinite,melinite
mélioratif,"meliorative (serving to improve)(linguistics, of the use of a word or term) approving, favorable"
mélique,melic
mélismatique,(music) melismatic
mélismatiquement,melismatically
mélisme,(music) melisma
mélisse,melissa (Melissa officinalis)
mélissique,(organic chemistry) melissic
mélissière,bastard balm (Melittis melissophyllum)
mélissot,bastard balm (Melittis melissophyllum)
mélitose,(biochemistry) melitose
mélitte,A plant in the Melittis genus
mélo,melodrama
mélodica,(music) melodica
mélodie,melody (sequence of notes that makes up a musical phrase)
mélodieusement,melodiously
mélodieux,"sweet, melodious (having a pleasant sound)"
mélodique,melodic
mélodiquement,melodically
mélodiste,(music) melodist
mélodramatique,melodramatic
mélodramatiser,to melodramatize
mélodrame,melodrama
mélomane,melomaniacal (relating to the love of music)
mélomanie,melomania
mélophage,sheep louse
mélopée,"(music) melopoeiamonotonous chant, dirge"
mélèze,"larch, larch tree (Larix)"
mélèze commun,European larch (Larix decidua)
mélèze d'Europe,European larch (Larix decidua)
méléna,melena
mémento,"memento, remindermortuary image"
mémo,memo
mémoire,"memory(computing) memorymemodissertation, papermemoir"
mémoire collective,collective memory
mémoire d'éléphant,(figuratively) extremely good memory
mémoire de poisson rouge,(figuratively) extremely bad memory
mémoire de travail,(psychology) working memory
mémoire déclarative,"(neurology, psychology) declarative memory"
mémoire morte,"(computing) ROM, read-only memory"
mémoire procédurale,"(neurology, psychology) procedural memory"
mémoire sélective,selective memory
mémoire sémantique,"(neurology, psychology) semantic memory"
mémoire vive,"(computing) RAM, random access memory"
mémoire à court terme,(psychology) short-term memory
mémoire à long terme,(psychology) long-term memory
