biatomicité,(chemistry) diatomicity
biatomique,(chemistry) diatomic
biaural,binaural
bibacier,loquat
bibasique,(chemistry) dibasic
bibelot,"knick-knack, bauble"
bibelotage,the making/buying/selling/collecting of knickknacks
bibeloter,to make/sell/buy/collect knickknacks
bibeloteur,a person who makes/sells/buys/collects knickknacks
bibelotier,Synonym of bibeloteur
biberon,"baby bottle, feeding bottle"
biberonner,to bottle feedto booze
bibi,dual-mode
bibine,booze (alcoholic drink)plonk (cheap wine)
bibitif,(Belgium) related to drinking
bibitte,"(Quebec, informal) bug, critter(Louisiana, vulgar) penis, dick, cock"
bible,bible (comprehensive text)
biblio,Clipping of bibliographie.Clipping of bibliothèque.
bibliobus,mobile library
bibliographe,bibliographer
bibliographie,bibliography
bibliographique,bibliographic
bibliophage,bookworm
bibliophile,bibliophile
bibliophilie,bibliophily
bibliophilique,bibliophilic
bibliothèque,librarybookcase
bibliothécaire,librarian
bibliothéconomie,"library science, librarianship"
bibliothéconomique,(relational) library science
bibliovore,bookworm
biblique,biblical (related to the Bible)
bibliquement,biblically
bic,"ballpoint pen, Biro (Britain, Australia, New Zealand)(Quebec) lighter"
bicaméral,bicameral
bicaméralisme,bicameralism
bicamérisme,Synonym of bicaméralisme
bicarbonate,(inorganic chemistry) bicarbonate
bicarbonate de soude,"baking soda, sodium bicarbonate"
bicarbonater,(inorganic chemistry) to transform into a bicarbonate
bicarboné,"(obsolete, chemistry) bicarbureted"
bicarbure,(inorganic chemistry) dicarbide
bicarré,(mathematics) biquadratic
bicaténaire,"(chemistry, of a polymer) double-stranded"
bicaudé,(biology) bicaudal
bicentenaire,"bicentenary, bicentennial"
biceps,(anatomy) biceps (any two-headed muscle)the biceps brachii
biche,"doe, hind(Canada, Métis) wapiti (elk)darling, sweetheart (affectionate name for one's girlfriend)cutie"
bichelamar,the Bislama language
bicher,"(intransitive, France) to go well(intransitive) to be happy; to rejoice(intransitive) to pick up, to flirt"
bichette,"young doeshrimp netslingshot(informal, endearing) sweetheart"
bichlorure,(inorganic chemistry) bichloride
bichon,bichonlapdog
bichon maltais,Maltese (dog)
bichon à poil frisé,Bichon Frisé
bichonnage,titivation
bichonner,"(transitive) to attend to a person's appearance and clothing; groom, titivate(takes a reflexive pronoun, colloquial) to groom oneself, primp"
bichromate,(inorganic chemistry) Synonym of dichromate
bichrome,Synonym of bicolore
bichromie,(art) duotone
bicipital,(anatomy) bicipital
bickford,a safety-fuse used in mining
bicoloration,(botany) bicolouration
bicolore,"bicolour, two-tone"
biconcave,biconcave
bicontinu,(mathematics) bicontinuous
bicontinuité,(mathematics) bicontinuity
biconvexe,biconvex
bicoque,(slang) a small house; a cabin or shack(nautical) a twinhull
bicoquet,(historical) bycoket
bicorne,"the two-cornered hat worn by Napoleon BonaparteIn French fairy tales, a two-horned monster that eats adulterous husbands"
bicot,wog (north-African or middle-eastern person)kid (young goat)
bicouche,bilayer
bicrave,(inconjugable) Alternative form of bicraver
bicraver,"(slang) to sell, deal (viz. drugs)"
biculturalisme,biculturalism
biculturel,bicultural
bicuspidé,bicuspid
bicycle,bicycle
bicyclette,bicycle(soccer) bicycle kick
bicyclique,bicyclic
bicycliste,Synonym of cycliste
bicâblage,biwiring
bicéphale,bicephalous
bidasse,"(informal, military) squaddie, grunt (ordinary soldier)"
bide,"fiasco, flop(colloquial) paunch, belly(uncountable) Something fake"
bident,bidentbeggarticks (plant of the genus Bidens)
bidentate,(chemistry) bidentate
bidenté,bidentate
bidet,"pony, small horsebidet"
bidimensionnel,bidimensional
bidirectionnel,bidirectional
bidoche,"(France, slang) meat"
bidon,milk cartonwater bottle(childish) tummy
bidonner,"to fabricate, to make up (a story)"
bidonville,"shantytown, slum"
bidou,"(childish, informal) tummy, tum-tum (stomach, abdomen)"
bidouillage,"(colloquial) tampering(colloquial) botch, hack"
bidouiller,(intransitive) to fiddle
bidule,(informal) thingamajig
bief,reach (of water)mill race
bielle,connecting rod(train) coupling rod
biellette,small (mechanical) link
bien,"good, all right, greatgood looking, nice"
bien commun,common good(economics) common good (good that is rivalrous and nonexcludable)
bien cuit,(cooking) well done
bien d'autres,(adjectival use) many other(pronominal use) many others
bien dans sa peau,"comfortable in one's own skin, comfortable with who one is, feeling good about oneself, well-adjusted, together"
bien dans ses baskets,"(informal) comfortable in one's own skin, comfortable with who one is, comfortable with oneself, feeling good about oneself, well-adjusted, together"
bien dans ses bottes,"(Belgium, informal) comfortable in one's own skin, comfortable with who one is, comfortable with oneself, feeling good about oneself, well-adjusted, together"
bien dans ses pompes,"(informal) comfortable in one's own skin, comfortable with who one is, comfortable with oneself, feeling good about oneself, well-adjusted, together"
bien dit,intj
bien en chair,"plump, portly, pudgy, well-padded"
bien entendu,"well understoodof course, obviously"
bien essayé,intj
bien fait,"Used other than figuratively or idiomatically: see bien, fait.good-looking, attractivegood"
bien fendu,(idiomatic) well cleft (or long-legged)
bien joué,intj
bien le bonjour,intj
bien le bonsoir,intj
bien lui en prit,"good for him/her, it was the right choice (to)"
bien mal acquis ne profite jamais,ill-gotten gains never prosper
bien né,"noble, highborn, well-born"
"bien perdu, bien connu","That which is well lost is well known, or what once was lost is prized"
bien portant,"healthy(euphemistically) portly, pudgy, well-padded"
bien privé,(economics) private good (good that is rivalrous and excludable)
bien public,item of public property(economics) public good (good that is non-rivalrous and non-excludable)
bien que,although
bien sûr,of course
bien tard venu pour néant tenu,what comes too late doesn't count any more
bien tenté,intj
bien vu,intj
bien vu l'aveugle,intj
bien à toi,intj
bien à vous,intj
bien élevé,"well-mannered, well-brought-up"
bien-aimé,beloved
bien-dire,elegant language
bien-fonds,real estate
bien-fondé,"soundness, correctnesscompliance, conformity"
bien-jugé,(law) res judicata
bien-pensance,"orthodoxy, conformism"
bien-pensant,"self-righteous, bien pensant"
bien-être,wellbeing
bienfaisance,"charity, beneficencebenevolence"
bienfaisant,beneficial; that which does good
bienfait,"kindness, favour, good deedbenefit, advantage"
bienfaiteur,benefactor; do-gooder
bienheureusement,blessedlyhappily
bienheureux,"(religion) blessed, blest(literary) happy, blissful, lucky"
biennal,biennial
biennalement,biennially
bienséamment,"decorouslyproperly, decently"
bienséance,propriety
bienséant,"becoming, decorous, seemlyproper, decent"
bientôt,soon
bienveillamment,benevolently
bienveillance,"benevolence, goodwill"
bienveillant,"benevolent, kindwholesome"
bienvenir,(archaic) to welcome
bienvenu,welcome
bienvenue,welcome
bienvenue au club,"(informal) welcome to the club, join the club (an expression of sympathy)"
bienvenutage,(wiki jargon) welcoming a new user
bienvenuter,"(wiki jargon) to welcome, especially by putting a ""welcome template"" on a user talk page."
bierstub,"(Alsace) a cafe, restaurant or bar that specialises in beer"
bif,"(slang) money, gwop, moola"
biface,two-faced (having two faces or sides)
biffage,"obliteration, striking through, crossing out"
biffer,"(transitive) to cross out, strike through(transitive) to cancel, annul"
biffeton,(slang) banknote(by extension) money
biffin,"chiffonier(informal, military) infantryman"
biffle,"(neologism, slang, vulgar) dickslap, penis slap, cockslap"
biffler,to slap with a penis; to dickslap
biffure,crossing-out
bifide,bifid
bifilaire,bifilar
bifler,to slap with a penis; to dickslap
bifocal,bifocal
bifteck,beefsteak (a steak of beef)
bifurcation,"a bifurcation, where two roads etc. part or meet"
bifurquer,to bifurcate (split in two)
big air,"(skiing, snowboarding) big air; Synonym of grand saut"
bigame,bigamous
bigamie,bigamy (the state of having two (legal or illegal) spouses simultaneously)
bigarade,bitter orange (fruit of Citrus aurantium)
bigaradier,bitter orange (tree)
bigarreau,Royal Ann cherry
bigarrer,"to variegate, to produce a colourful pattern"
bigarrure,"a variegated pattern, a colourful mixture"
bigarré,colourful
bigle,(archaic) cross-eyed
bigler,"(intransitive, archaic) to squint, be cross-eyed(transitive, slang) to glance (at)"
bigleux,"(informal, derogatory) cross-eyed, squinting, short-sighted (etc.)"
bignone,"crossvine (of the genus Bignonia, or several similar plants)"
bignonia,Synonym of bignone
bigo,(Ivory Coast slang) mobile phone
bigophone,"(music) bigophone(France, slang) telephone"
bigophonique,bigophonic
bigophoniste,(music) a bigophone player
bigordan,(relational) of Bigorre
bigorne,"beak-iron, bickernslang, jargon, lingo"
bigorneau,winkle (the mollusk)
bigorner,to forge (work metal on an anvil)to hit vigorouslyto murder
bigot,"bigot, holier-than-thou"
bigoterie,"bigotry, sanctimoniousness"
bigotisme,bigotry
bigouden,a traditional head-dress made of lace from the Pays Bigouden in south west Brittany.
bigoudi,"curler, roller (for hair)willy, schlong (penis)"
bigre,intj
bigrement,"(informal) very, darn"
biguanide,(organic chemistry) biguanide
bigue,(nautical) a type of spar used as a crane
biguine,biguine
biguiner,to dance the beguine
bigénère,(biology) bigender
bihebdomadaire,biweekly (twice a week)
bihebdomadairement,biweekly (twice a week)fortnightly
bihoreau,night heron
bihoreau gris,black-crowned night heron (Nycticorax nycticorax)
bijectif,(mathematics) bijective
bijection,(set theory) bijection
bijou,a piece of jewelry
bijouterie,jeweller's; jewellery shop
bijoutier,jeweller
bijouté,bejeweled (covered in jewels)
bijoux de famille,"(euphemistic) family jewels, crown jewels"
biker,biker
bikeur,biker (person whose lifestyle is centered on motorcycles)
bikini,bikini
bilabial,bilabial
bilabié,(botany) bilabiate
bilame,bimetal
bilan,"(finance) balance sheetappraisal, assessment(specifically, of disaster, catastrophe etc.) reports; (death) toll"
bilan sanguin,"blood test, blood count (a serologic analysis of a sample of blood)"
bilatéral,bilateral
bilatéralement,bilaterally
bilatéralité,bilaterality
bilatérien,(biology) bilaterian
bilboquet,bilboquet
bile,bile
bile jaune,"(medicine, historical) yellow bile"
bile noire,"(medicine, historical) black bile"
biler,"(colloquial, takes a reflexive pronoun, reflexive) to worry (pour) about"
bileux,"(colloquial) bilious (worrisome, irritable, or otherwise easily upset)"
bilharzie,blood flukebilharzia
bilharzien,bilharzial
bilharziose,(pathology) bilharzia
biliaire,biliary
bilicyanine,"(biology, medicine) bilicyanin."
bilieux,bilious (suffering from real or supposed liver disorder)
biligenèse,(biochemistry) biligenesis
biline,bilin
bilingue,bilingual (speaking two languages)
bilinguisme,"bilingualism, the condition of being bilingual"
bilinéaire,bilinear
bilinéariser,(mathematics) to bilinearize
bilirubine,(biochemistry) bilirubin
bilitère,biliteral
biliverdine,biliverdin
bilié,(relational) bile; bilious
bill,(law) bill (draft UK law)(Canada) bill (invoice in a restaurant etc)
billard,billiardspool table(slang) operating table
bille,"marble (spherical ball)(snooker, billiards) ballball bearing(slang) dimwittree trunk (chopped down, ready for sawing)railway sleeperrolling pin"
bille en tête,"unhesitatingly, audaciously, boldlyrashly, recklessly, without thinking, on a whim"
biller,to turn a piece of wood placed on a supportto flatten dough with a rolling pinto place balls of solder on a component in preparation for welding to a printed circuit board
billet,"ticketnote, a brief message(short for billet de banque) banknote"
billet d'humeur,short opinion piece; op-ed
billet de banque,"a banknote, physical unit of paper currency"
billet doux,billet-doux
billeter,"to label, tag"
billette,billet (firewood)(heraldry) billet
billetterie,ticket office
billeté,"(heraldry) billetétagged, labelled"
billevesée,"(usually in the plural) nonsense, frivolity"
billiard,quadrillion (10¹⁵)
billion,trillion (10¹²)(dated) billion (10⁹)
billionième,billionth
billon,billonridge (in a ploughed field)
billonnage,ridging (in fields etc)counterfeiting coinage
billonner,to make or circulate counterfeit coinageto ridge (in fields)
billot,butcher blockexecutioner block
bilobé,(botany) bilobed (having two lobes)
biloculaire,bilocular
biloquer,to plough deeply
biloute,"(informal) cock, penis(informal) male friend"
bimane,two-handed
bimbelot,"(dated) Traditional children's toy (dolls, wooden animals etc)knickknack, tat"
bimbeloterie,knickknacks (or their manufacture and selling)
bimensuel,"fortnightly, semimonthly, bimonthly, biweekly (occurring twice a month)"
bimensuellement,"fortnightly, bimonthly"
bimestre,(rare) bimester (term of two months)
bimestriel,bimonthly (once every two months)
bimestriellement,"bimonthly, fortnightly"
bimillénaire,bimillenary
bimodal,(mathematics) bimodal
bimodalité,(mathematics) bimodality
bimoléculaire,bimolecular
bimoteur,twin-engine
bimédial,(mathematics) bimedial
bimétallique,bimetallicbimetallist
bimétallisme,(economics) bimetallism
bimétalliste,bimetallist
binage,hoeing
binaire,"binary (focusing on two mutually exclusive conditions)(mathematics) binary(computing) binary (concerning numbers and calculations using the binary number system)(music) binary(gender studies) binary (pertaining to a gender system in which people are categorized, in terms of gender and often also sex, exclusively as either male or female)"
binairement,binarily
binard,dray (type of cart)
binational,binational
binaural,Synonym of biaural
binauriculaire,(relational) of both ears; binaural
biner,"(agriculture) to hoe(religion) to binate, celebrate mass twice in one day"
binerie,"beanery, bistro"
binette,"hoe (agricultural tool consisting of a long handle with a flat blade)(informal) face(informal, by extension, Internet, Quebec) emoticon"
bineur,hoer
bineuse,hoer (agricultural machine)
binge-watcher,(colloquial) binge-watcher
bingo,bingo
biniou,"biniou, Breton bagpipes"
binoclard,four-eyed (wearing glasses)
binocle,"pince-nezlorgnette(in the plural only) spectacles, eyeglasses, specs"
binocles,"(informal, plural only) glasses"
binoculaire,binocular
binomial,binomial
binominal,binominal
binot,a kind of hoe
binoter,to hoe
binouze,(slang) beer
binucléaire,binuclear
binz,mess (disorder or confused situation)
binôme,"(algebra) binomial(biology, taxonomy) binomial namepair (group of two people)(by extension) partner, teammate"
bio,(colloquial) biological(ecology) organic
bioaccumulable,bioaccumulative
bioaccumuler,to bioaccumulate
bioaccumulé,bioaccumulated
bioacoustique,bioacoustic
bioactif,bioactive
bioassimilabilité,bioassimilability
bioassimilable,bioassimilable
bioastronomie,"(astronomy, biology) astrobiology, exobiology"
biobanque,biobank
biobibliographie,biobibliography
biocapteur,biosensor
biocarburant,biofuel
biocentrique,biocentric
biochimie,biochemistry
biochimique,biochemical
biochimiquement,biochemically
biochimiste,biochemist (a chemist whose speciality is biochemistry)
biocide,biocidal
bioclimatique,bioclimatic
bioclimatologie,bioclimatology (science that studies interaction between biosphere and atmosphere)
bioclimatologique,bioclimatological
bioclimatologue,bioclimatologist
biocompatibilité,biocompatibility
bioconcentrer,to bioconcentrate
bioconcentré,bioconcentrated
bioconversion,bioconversion
biocratie,biocracyDarwinismeugenics
biocénose,"biocoenose, biocenosis"
biodisponibilité,bioavailability
biodisponible,bioavailable
biodivers,(rare) biodiverse (having a high degree of biodiversity)
biodiversité,biodiversity
biodiésel,biodiesel
biodynamie,biodynamics
biodynamique,biodynamic
biodynamiquement,biodynamically
biodéchet,biowaste
biodégradabilité,biodegradability
biodégradable,biodegradable
biodégradation,biodegradation
biodémographie,biodemography
biodémographique,biodemographic
bioflavonoïde,(organic chemistry) bioflavonoid
biogaz,biogas
biogenèse,biogenesis
biographe,biographer
biographie,biography
biographique,"(relational) biographic, biographical"
biographiquement,biographically
biogénique,biogenic
biogénétique,(genetics) biogenetic
biogéochimique,biogeochemical
biogéographe,biogeographer
biogéographie,biogeography
biogéographique,biogeographic
biogéographiquement,biogeographically
bioindicateur,(biology) bioindicator
bioindustrie,bioindustry (industry associated with biotechnology)
bioindustriel,bioindustrial
bioinformatique,bioinformatic
bioinorganique,bioinorganic
biolistique,biolistic
biologie,(sciences) biology
biologique,(relational) biological (of biology)organic (without pesticide)
biologiquement,biologically
biologiste,biologist
biologue,(archaic) biologist
bioluminescence,bioluminescence
biomagnétique,biomagnetic
biomagnétisme,biomagnetism
biomarquer,biomarker
biomarqueur,biomarker
biomasse,biomass
biomatériau,biomaterial
biome,biome
biomimétique,biomimetic
biomimétisme,biomimeticsbiomimicry
biomoléculaire,biomolecular
biomolécule,(biochemistry) biomolecule
biomorphe,biomorphic
biomorphique,biomorphic
biomorphisme,biomorphism
biomécanique,biomechanical
biomécatronique,biomechatronic
biomédecine,biomedicine
biomédical,(relational) of biomedicine; biomedical
biomédicament,(medicine) biomedicine
biométhanisation,biomethanization
biométrie,biometrics (measurement of biological data)
biométrique,biometric
bionique,bionic
bioorganique,(chemistry) bioorganic
bioorganométallique,(chemistry) bioorganometallic
biopellicule,biofilm
biopersistance,biopersistence
biophile,"(biology, physics) biophilic"
biophilie,biophilia
biophysique,(biology) biophysics
biopic,biopic
bioplastique,bioplastic
biopolitique,biopolitical
bioprogramme,"bioprogram, bioprogramme"
bioprotéine,"(biology, biochemistry) bioprotein"
biopsie,biopsy
bioraffinerie,biorefinery
bioressource,bioresource (resource of biological origin)
biorythme,(biology) biorhythm(pseudoscience) biorhythm
biorécepteur,(biochemistry) bioreceptor
biorésonance,bioresonance
biorévélateur,bioindicator
biosphère,(biology) biosphere
biospéléologie,(biology) biospeleology
biostasie,biostasis
biostatique,biostatic
biostatisticien,biostatistician
biostatistique,biostatistics
biostratigraphie,(biology) biostratigraphy
biostratigraphique,biostratigraphic
biostrome,(geology) biostrome
biosynthèse,(biochemistry) biosynthesis
biosystème,"(biology) biosystem, ecosystem"
biot,"(electricty, physics) biot; Synonym of abampère"
biotech,Synonym of biotechnologie
biotechnologie,biotechnology
biotechnologique,biotechnological
bioterrorisme,bioterrorism
bioterroriste,bioterrorist
biothérapeute,biotherapist
biothérapie,biotherapy
biotine,biotin
biotique,(relational) biotic (relating to or produced by life or living organisms)
biotiquement,biotically
biotite,(mineralogy) biotite
biotope,biotope
biotoxine,biotoxin
biotype,biotype
biotypologie,biotypology
bioxyde,dioxide
bioécologie,"(biology, ecology) bioecology"
bioélectricité,bioelectricity (electricity generated within an organism)
bioélectrique,bioelectrical
bioénergie,bioenergy
bioénergétique,(relational) bioenergetic (related to bioenergetics)
bioéthanol,bioethanol
bioéthique,bioethics
bip,"beep (short, electronically-produced sound)"
bipale,(of a propeller etc) two-bladed
biparasite,biparasitic
biparti,bipartite
bipartisan,bipartisan
bipartisme,(politics) two-party system
bipartition,bipartition (sharing in two)
bipennatiséqué,(botany) bipinnatisect
bipenné,(botany) bipinnate
biper,"to beep, to buzz (contact by phone or by beeper)to bleep out (censor offensive or sensitive language with a beep sound)"
bipeur,beeper (device that beeps)
biphasique,biphasic
biphasé,biphase
biphobie,biphobia
biphényle,(organic chemistry) biphenyl
bipied,bipod
biplace,"(relational) two-seater, tandem"
biplan,biplane
bipolaire,bipolar (having two poles)bipolar (relating to bipolar disorder)
bipolarisation,bipolarization
bipolarité,bipolaritybipolar disorder
bipulmonaire,bipulmonary
bipyramidal,bipyramidal
bipède,bipedal
bipédie,bipedalism
biquadratique,(mathematics) biquadratic
bique,"(colloquial) she-goat(derogatory) bat, bag, witch (old woman)"
biquet,kid (or an affectionate name such as lamb)(obsolete) a small balance for weighing gold or silver
biqueter,to kid (give birth to baby goats)
biquette,kid (baby goat)
biquotidien,twice daily
birapport,"(mathematics) cross-ratio, anharmonic ratio"
birationnel,(mathematics) birational
birbe,greybeard (older man)
birdie,(golf) birdie
bireprésentatif,(politics) Describing a system in which voters vote for a president as well as a member of a parliament or similar body
birman,(relational) of Burma; Burmese
biroute,windsock
birr,birr (Ethiopian currency)
birème,(nautical) bireme
biréacteur,twin-engined jet
biréfringence,birefringence
biréfringent,birefringent
bis,"beige (colour)brown (of bread that contains bran)alternative, secondary"
bisannuel,biennial: Happening every two years / Lasting for two years
bisannuellement,biennially (every two years)
bisaïeul,great-grandparent; great-grandfather
bisbille,"murmur, muttering, small quarrel"
biscayen,(relational) of Biscaye
biscayne,Biscayne
biscaïen,(relational) of Biscay
bischof,toddy (drink)
biscornu,bizarre (weird-looking)crooked
biscotin,"a small biscuit, somewhat like shortbread"
biscotte,"rusk (light, soft bread, often toasted or crisped in an oven)(sports, slang) yellow card, booking"
biscotterie,biscuit factorybiscuit manufacture / baking
biscotto,(sports) tactical play between two people (or two teams) aimed to wrong or evict a third person (or a third team)
biscottos,(popular) biceps
biscuit,biscuit (cookie)
biscuit chinois,fortune cookie
biscuit sablé,shortbread
biscuiter,to bake unglazed earthenware (biscuit)
biscuiterie,biscuit factory or firmbiscuit making or trade
biscuitier,(relational) biscuit
biscutelle,buckler mustard (Biscutella laevigata)
biscôme,(Switzerland) a gingerbread biscuit
bise,north wind; northeasterly (wind)kiss (non-romantic kiss on the cheek)
biseau,bevelbezel
biseautage,bevelling
biseauter,(transitive) to bevel
biseauté,bevelled
biser,(informal) to kiss
biset,rock pigeon (Columba livia)
bisette,a small affectionate kiss
bisexualité,bisexuality
bisexuel,bisexual
bisexué,bisexual (botany: having sex organs of both sexes)
bismuth,bismuth
bismuthine,(mineralogy) bismuthinite(inorganic chemistry) bismuthane
bismuthé,bismuthated
bison,buffalo (North American bison)wisent (European bison)
bison d'Amérique,American bison (Bison bison)
bison d'Europe,European bison (Bison bonasus)
bisontin,(relational) of Besançon
bisou,"kiss (friendly kiss)(in the plural, in letters) lots of love"
bisounours,a childish or naive person
bisphénol,(organic chemistry) bisphenol
bisphénol A,(organic chemistry) bisphenol A
bispirituel,a two-spirit
bisquain,(dated) sheep-skin tanned with the wool on
bisque,"bisque (soup, colour)(tennis) advantage"
bisquer,to be scornful; to be moody
bissac,"scrip, shoulder bag, satchel"
bissecteur,(geometry) bisecting
bissection,bisection
bissectrice,(geometry) bisector
bissel,bogie (structure with axles)
bisser,"(transitive) to repeat; to perform an encore(transitive) to request a repeat; to call for an encore, to encore(transitive, Belgium, Burkina Faso, Congo, Mali, Rwanda, education) to repeat a year at school"
bissexte,leap day
bissextil,"bissextile, leap year"
bistabilité,"(biology, physics) bistability"
bisteu,a kind of apple tart
bistorte,bistort
bistouiller,"to drink (alcohol)to mix, stirto tinker"
bistouri,"bistoury, surgical knife"
bistrage,"darkening, blackening"
bistre,bistre
bistrer,"to darken, blackento be mesmerized"
bistro,bistro
bistronomie,"bistro-style gastronomy, characterised by good food in small portions"
bistronomique,bistronomic
bistronomiquement,bistronomically
bistrot,publican
bistré,swarthytanned
bisulfate,(inorganic chemistry) bisulfate
bisulfure,(inorganic chemistry) disulfide
bisulque,cloven (foot of an animal)
bisyllabique,disyllabic
bisérial,biserial
bit,(computing) bit
bit le moins significatif,least significant bit (bit of the smallest order)
bit le plus significatif,most significant bit (bit of the largest order)
bitch,"bitch (disagreeable, despicable woman)"
bitcoin,bitcoin
bitcoineur,bitcoin trader
bite,"(slang, vulgar) knob, cock, dick"
bite à cul,"(vulgar, slang) in direct contact or nearly so; extremely close together"
bitemporal,bitemporal
bitension,twin-voltage
biter,"(transitive, slang) Misspelling of bitter (“to understand”). (usually used in negative form and especially with rien)to humiliate, con, dupe, deceive"
biterrois,(relational) of Béziers
bitonal,(music) bitonal
bitord,(nautical) a thin (two-ply or three-ply) rope
bitransitif,(grammar) ditransitive
bitte,"(nautical) bitt, bollard, mooring post"
bitte d'amarrage,bollard (post to secure mooring lines)
bitter,"(transitive, slang) to understand, usually used in negative form and especially with rien"
bitube,twin-tubetwo-barrelled
bitumage,asphalting
bitume,"bitumen, asphalt, tar(slang) street, sidewalk"
bitumer,(transitive) to asphalt
bitumier,a ship used to transport bitumen
bituminer,to bituminize
bitumineux,bituminous
bituminisation,bituminization
bituminiser,to bituminize
biturbine,(of a helicopter) twin-rotor
biture,"(Europe, slang) blotto, drunk(Louisiana) a state of drunkenness, drinking spree"
biunivoque,"(mathematics) biunivocal, bijective"
bivalence,bivalence
bivalent,bivalent
bivalve,bivalve
bivariance,(mathematics) bivariance
bivarié,(mathematics) bivariate
bivouac,bivouac (encampment for the night)
bivouaquer,to bivouac
bixine,(organic chemistry) bixin
bizantin,Byzantine
bizarre,"bizarre, odd, strange, funnypeculiar, quaint"
bizarrement,bizarrely
bizarrerie,bizarrenessbizarrerie; something which is bizarre
bizarroïde,"bizarre, strange"
bizet,Bizet sheep
bizut,"probationerdebutant(slang, education) freshman"
bizutage,"hazing, initiation ritual"
bizuter,to haze (subject to an initiation)
bière,beerbiercoffin
bière blonde,lager
bière brune,dark beer
bière de garde,a strong pale ale traditionally brewed in the Nord-Pas-de-Calais region
bière de table,"small beer, table beer"
bière à la pression,draft beer
bièvre,(archaic or dialectal) beaver (mammal)
biélorusse,(relational) of Belarus; Belarusian
bla-bla,"blah, chit-chat, meaningless talk intended to deceive"
blablater,"to chit-chat, to engage in small talk"
black,(relational) of black people or culture
black-bottom,the Black Bottom (dance)
blackboulage,blackballing
blackbouler,(transitive) to blackball
blacklister,blacklist (to place on a blacklist)
blackstonie,yellowwort
blafard,"pale, wan, pallid"
blague,"pouch, especially for tobaccojoke(Louisiana, Cajun) a penis"
blague de cul,"(informal, slightly vulgar) dirty joke, sexual joke"
blague à part,(informal) all kidding aside
blaguer,"to joke, to joke about"
blagueur,joker (person who makes jokes)
blair,"(slang) nose: conk, hooter, schnozzle"
blaireau,badgershaving brush(colloquial) fool
blaireau eurasiatique,the Eurasian badger
blaireau européen,the European badger
blairer,"(transitive, slang, often in the negative) to stand, to stand the sight of"
blairie,(historical) a former tax on grazing animals (in medieval France)
blairisme,Blairism
blanc,"white colorblank, unused(figuratively, one's look) blank, without expression"
blanc cassé,off-white (of a very pale colour that is almost white)
blanc comme neige,"(simile, figuratively) Beyond moral reproach; squeaky clean; clean as a whistle; pure as the driven snow"
blanc comme un cachet d'aspirine,"(simile) very white, pasty"
blanc comme un cul,"(simile, vulgar) very white, untanned"
blanc comme un linge,(simile) pale with fright; white as a sheet; white as a ghost
blanc comme un navet,"(simile) very white, untanned; pasty"
blanc de blancs,"champagne made exclusively from white grapes, especially from Pinot Blanc/Chardonnay grapes"
blanc de noirs,"champagne made exclusively from black grapes, especially from Pinot Noir grapes"
blanc de peur,"scared to death, white as a sheet, terrified"
blanc de poulet,chicken breast
blanc-bec,"(colloquial, derogatory) greenhorn"
blanc-manger,blancmange
blanc-russien,White Russian (Belarusian)
blanc-seing,"signed (blank) document(figuratively) carte blanche, license, free rein"
blanc-étoc,"the total cutting-down of a forest, wood etc, clearcutting"
blanchaille,whitebait (young of various species of fish)
blanche,"(music) minim, half note"
blanchement,cleanlyin clean clothes
blanchet,whitish
blancheur,whiteness
blanchiment,bleachinglaundering (especially of money)blanking
blanchiment d'argent,money laundering
blanchir,"to launder, washto make white; to whitento grow or become whiteto blanch or bleach(money) to launderto whitewash (to cover over errors or bad actions)"
blanchir sous le harnais,(figuratively) to acquire experience
blanchissage,"laundering, laundry, washing(ice hockey) shutout"
blanchissant,whitening
blanchissement,washingwhitening
blanchisserie,laundry
blanchisseur,laundry-worker
blanchisseuse,laundress
blanchité,(sociology) whiteness
blanchon,white-coated harp seal pup (Pagophilus groenlandicus)
blanchâtre,whitish
blanco,"correction fluid, whiteout, Tippex"
blandice,(almost exclusively in the plural) blandishment
blanquette,"(uncountable) a variety of white grapes(countable or uncountable) the white sparkling wine produced from this grapevine.(countable) a type of summer white pear(countable or uncountable) the first clear distillation of a brandy(countable or uncountable) blanquette (white meat stew which is not browned)(uncountable, slang, popular) silverware"
blanquisme,Blanquism
blanquiste,Blanquist
blase,namenose
blasement,"blunting, dulling"
blaser,"to blunt, dull"
blason,(heraldry) heraldry (as a field of study)(heraldry) a coat of arms(heraldry) blazon (description of a coat of arms)a form of poetry describing the parts of a female beloved in a series of metaphors
blasonnement,(heraldry) blazon (description of a coat of arms)
blasonner,(transitive) to blazon
blasphème,blasphemy
blasphémateur,blasphemer
blasphématoire,blasphemous
blasphémer,to blaspheme
blaste,(cytology) blast
blastocyste,blastocyst
blastocèle,blastocoel
blastoderme,blastoderm
blastodisque,blastodisk
blastogenèse,blastogenesis
blastome,(pathology) blastoma
blastomycose,blastomycosis
blastomère,blastomere
blastoporale,blastoporal
blastopore,(embryology) blastopore
blastula,blastula
blastème,blastema
blasé,"blasé, jaded"
blatte,cockroach
blatèrement,grunt (or bleat) of a camel
blatérer,"to bleat (of a sheep, to make a sound)to bray (of a camel, to make a sound)"
blaugrana,(relational) of FC Barcelona (a football team from Barcelona)
blazer,blazer (jacket)
bled,(somewhat derogatory) village
bleime,an inflammation of a horses hoof
blende,(mineralogy) blende
blennie,blenny
blennorragie,gonorrhea (STD)
blennorragique,gonorrheal
